name,priceBefore,priceAfter,amount,amountUnit,discount,startDate,endDate,city,shop,page,processed_date,discountCondition,dt
"Крекер ЗДРАВА Французский; Дымка ржаной постный, 210-250 г",71.99,54.99,250.0,г,24.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,17,2022-10-17,,2022-10-16
"Рыба сушёно-вяленая НОВЫЙ ОКЕАН в ассортименте, 36 г",69.99,49.99,36.0,г,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,17,2022-10-17,,2022-10-16
"Макаронные изделия ШЕБЕКИНСКИЕ Три цвета; Бабочки, 350-450 г",79.99,59.99,450.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,17,2022-10-17,,2022-10-16
"Напиток ДОБРЫЙ тропический микс; яблочно-лимонный; ягодный микс, 0,95 л",105.0,79.99,0.95,л,24.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,17,2022-10-17,,2022-10-16
"Вино CHATEAU PINOT Пино Нуар Саперави красное сухое, 13%, 0,75 л (Россия)",799.99,599.99,0.75,л,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,17,2022-10-17,,2022-10-16
"Экогель WONDER LAB для мытья рук апельсин и лаванда; розовые персики, 540 мл",299.99,199.99,540.0,мл,34.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,17,2022-10-17,,2022-10-16
"Салатник OCEAN 650 мл, 14 см",349.9,249.99,650.0,мл,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,17,2022-10-17,,2022-10-16
"Ополаскиватель FINISH для посудомоечных машин, 800 мл",479.99,389.99,800.0,мл,19.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,17,2022-10-17,,2022-10-16
"Черника МАРКЕТ ПЕРЕКРЁСТОК, 300 г",299.99,249.99,300.0,г,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,17,2022-10-17,,2022-10-16
"Мацони ХАЛАЛМИЛК Халяль 3,5%, 500 г",144.99,119.99,500.0,г,18.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,17,2022-10-17,,2022-10-16
"Кофе МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХЪ Арабика растворимый с добавлением молотого, 95 г",549.99,369.99,95.0,г,33.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Наполнитель HOME STORY силикагелевый для кошачьего туалета, 1,6 кг",699.99,499.99,1.6,кг,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Семена ЗЕЛЁНАЯ ЛИНИЯ конопли, 150 г",259.0,209.99,150.0,г,19.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Мука ОРГТИУМ миндальная, 250 г",599.99,429.99,250.0,г,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Крем-мыло AQUATEL Ординарное туалетное твёрдое кокосовое молочко; классическое, 90 г",81.9,64.99,90.0,г,21.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Икра МЕЛЕНЪ грибная Деликатесная, 480 г",199.99,139.99,480.0,г,31.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Окорок свиной БЛИЖНИЕ ГОРКИ без кости в маринаде охлаждённый, 1 кг",489.99,349.99,1.0,кг,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Соль морская SETRA йодированная мелкая; крупная, 250-500 г",99.99,69.99,500.0,г,31.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Вино CONO SUR Bicicleta Reserva Sauvignon Blanc белое сухое, 12,5%, 0,75 л (Чили)",1149.0,849.99,0.75,л,27.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Пирожное МЕДВЕЖОНОК БАРНИ бисквитное с начинкой молочной; шоколадной, 240 г",209.99,149.99,240.0,г,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Влажная туалетная бумага KLEENEX Classic Skin Kind; Supreme, 38 шт.",189.99,149.99,38.0,шт,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Прокладки гигиенические LAURIER Super Slim Guard с крылышками 30 см, 15 шт.",539.99,379.99,15.0,шт,30.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Сосиски ДЫМОВ Баварские, 460 г",369.99,229.99,460.0,г,38.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Ролик для чистки одежды HOME STORY 20 листов, 1 шт.",79.99,59.99,1.0,шт,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Коньяк GALAVANI Грузинский пятилетний, 40%, 0,5 л (Грузия)",699.99,499.99,0.5,л,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Пиво GROSSMEISTER Wheat beer светлое нефильтрованное, 4,7%, 0,5 л (Нидерланды)",129.99,99.99,0.5,л,24.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Шоколад POBEDA Взрывные пчёлки молочный мини-драже взрывная карамель, 80 г",97.99,69.99,80.0,г,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Чипсы MISSION кукурузные со вкусом бекона; сыра, 150 г",89.99,69.99,150.0,г,23.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Мюсли 4LIFE Chocolate Trio; Strawberry, 350 г",249.0,169.99,350.0,г,32.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Креветки БУХТА ИЗОБИЛИЯ Королевские очищенные, 300 г",599.99,399.99,300.0,г,34.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Набор шоколадных конфет MERCI Finest selection ассорти, 400 г",919.99,599.99,400.0,г,35.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Гречка МИСТРАЛЬ Фермерская, 900 г",199.99,149.99,900.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Манго АРКАДА цукаты, 200 г",349.99,229.99,200.0,г,35.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Конфета ХРУТКА с суфле и молочной начинкой, 43 г",55.9,39.99,43.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Корм для собак PURINA One консервы в ассортименте, 85 г",33.99,28.99,85.0,г,15.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Соль пищевая МАРКЕТ ПЕРЕКРЁСТОК с грузинскими травами традиционная; универсальная, 200 г",179.9,119.99,200.0,г,34.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Масло оливковое COLAVITA Extra Virgin Mediterranean, 1000 мл",1299.0,999.99,1000.0,мл,24.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Пудинг молочный СЕЛО ЗЕЛёНОЕ ваниль; шоколад; карамель 3%, 120 г",57.99,39.99,120.0,г,32.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Бычки СОЦПУТЬ обжаренные в томатном соусе; с фасолью в остром томатном соусе, 240 г",139.99,109.99,240.0,г,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Смесь для выпечки С.ПУДОВЪ Имбирное печенье, 400 г",109.99,79.99,400.0,г,28.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Чай; Напиток чайный ЧАЙНАЯ БИБЛИОТЕКА облепиха-апельсин-яблоко; облепиха; классический, 100 г",239.99,189.99,100.0,г,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Вино NIK WEIS SELECTION Urban Riesling Mosel белое полусухое, 11%, 0,75 л (Германия)",1599.0,969.99,0.75,л,40.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Форель GUSTAFSEN Premium слабосолёная филе-кусок, 180 г",369.99,289.99,180.0,г,22.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Йогурт КИРЖАЧСКИЙ Лесная ягода из фермерского молока 2,8%; Из фермерского молока 3%, 450 г",104.99,84.99,450.0,г,20.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Йогурт АГУША в ассортименте 2,2-2,7%, 180 г",49.32,36.99,180.0,г,25.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,18,2022-10-17,4 по цене 3,2022-10-16
"Освежитель воздуха GLADE в ассортименте, 269 мл",429.99,249.99,269.0,мл,42.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Коньяк МИСХОР VSOP 5-летний в подарочной упаковке, 40%, 0,5 л (Россия)",769.0,649.99,0.5,л,16.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Вино DOMINIO DE LA ABADESA Ribera del Duero Roble красное сухое; Rueda, белое сухое, 13,5-14%, 0,75 л",1149.0,889.99,0.75,л,23.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Бренди PERE MAGLOIRE V.S.O.P Calvados Pays D'auge, в подарочной упаковке 40%, 0,7 л (Франция)",3399.0,2999.0,0.7,л,12.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Колбаса МЯСНОЙ ДОМ БОРОДИНА Любительская варёная, 100 г",99.99,69.99,100.0,г,31.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Пеленки впитывающие HOME STORY одноразовые для животных 60х 60 см, 10 шт.",289.99,199.99,10.0,шт,32.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Фасоль HEINZ красная, 400 г",159.99,119.99,400.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Гель TIRET Turbo для очистки канализационных труб, 1 л",719.99,469.99,1.0,л,35.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Кофе EGOISTE Velvet в зёрнах, 200 г",619.99,419.99,200.0,г,33.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Скумбрия РЫБНАЯ МИЛЯ холодного копчения косичка, 300 г",299.99,199.99,300.0,г,34.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Творог КАРАТ Домашний зернёный 4%, 200 г",104.99,79.99,200.0,г,24.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Макаронные изделия RUMMO в ассортименте, 250-500 г",229.99,169.99,500.0,г,27.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Котлеты ЧЕРКИЗОВО Домашние из свинины и говядины охлаждённые, 400 г",169.99,129.99,400.0,г,24.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Вино DESTINATION Blanc Bordeaux АОС белое сухое, 11,5%, 0,75 л (Франция)",859.99,669.99,0.75,л,23.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Консервы мясные ГЛАВПРОДУКТ Буженина Классическая; Окорок Тамбовский, 325 г",329.99,219.99,325.0,г,34.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,18,2022-10-17,,2022-10-16
"Напиток RIMUSS Bianco белый; Rosato розовый безалкогольный газированный, 0%, 0,75 л (Швейцария)",1099.0,799.99,0.75,л,28.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Вино SHATO PINOT Pinot Noir Rose розовое сухое, 12%, 0,75 л (Россия)",799.99,599.99,0.75,л,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Колбаса КЛИНСКИЙ Мини Салями сырокопчёная, 300 г",419.99,299.99,300.0,г,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Мука МАРКЕТ ПЕРЕКРЁСТОК пшеничная; блинная, 1 кг",69.99,56.99,1.0,кг,19.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Конфеты SCHLUCKWERDER Mozartkugeln шоколадные, 200 г",489.0,329.99,200.0,г,33.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Панкейк SNAQ FABRIQ неглазированный с начинкой малиновый джем; мягкая карамель; нежный шоколад, 45 г",69.99,49.99,45.0,г,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Батончик мюсли BOMBBAR фундук; клубника, 45 г",59.9,39.99,45.0,г,34.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Средство для мытья посуды SYNERGETIC биоразлагаемое; алоэ вера; для мытья детской посуды, сосок, бутылочек и игрушек, 0,5 л",179.99,119.99,0.5,л,34.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Пюре ФРУТОНЯНЯ в ассортименте с 8-9 мес., 190 г",124.99,99.99,190.0,г,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Пиво HOEGAARDEN BLANCHE светлое нефильтрованное, 4,9%, 0,75 л (Россия)",159.99,139.99,0.75,л,13.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Суп СЕМИЛУКСКАЯ ТРАПЕЗА гороховый; харчо по-грузински; борщ Царский, 460-470 г",159.0,99.99,470.0,г,38.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Икра лососёвая; осетровая ЦАРСКАЯ имитированная, 220 г",109.99,69.99,220.0,г,37.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Коктейль молочный АВИДА Авишка ультрапастеризованный шоколад; ваниль; клубника 2,5%, 0,2 л",29.9,24.99,0.2,л,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Пельмени МИРАТОРГ Dorper ягнятиной, 700 г",659.99,389.99,700.0,г,41.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Напиток ЧЕРНОГОЛОВКА в ассортименте, 1 л",119.99,89.99,1.0,л,26.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Средство для стирки TIDE в ассортименте гель, 1,04-1,235 л",599.99,449.99,,,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Масло сладкосливочное ТЫСЯЧА 82,5%, 180 г",219.9,139.99,180.0,г,37.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Фасоль стручковая BONDUELLE целая, 400 г",199.99,149.99,400.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Печенье КОРОЛЬ СЛАДОСТЕЙ Искорка сдобное, 600 г",339.99,229.99,600.0,г,33.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Вино ZB WINE My Riesling белое полусухое, 10-11,5%, 0,75 л (Россия)",679.99,499.99,0.75,л,27.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Вода АРХЫЗ Легенда гор питьевая негазированная, 5 л",129.99,99.99,5.0,л,24.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Сыр CHEESE GALLERY Brie мягкий с белой плесенью 60%, 125 г",269.99,219.99,125.0,г,19.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Заправка; Соус TAMAKI в ассортименте, 470 мл",399.0,299.99,470.0,мл,25.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Мармелад АЗОВСКАЯ в ассортименте, 300 г",104.99,79.99,300.0,г,24.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Чай MARKET COLLECTION English Classic; Earl Grey, 10 x 5г",179.99,139.99,10.0,шт,23.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Мясо индеек СИЛА в собственном соку, 350 г",229.99,149.99,350.0,г,35.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Конфеты ВОЛШЕБНИЦА Трюфель, 100 г",93.99,59.99,100.0,г,37.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Пиво GROSSMEISTER светлое, 4,8%, 0,5 л (Нидерланды)",114.99,99.99,0.5,л,14.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Суп МАРКЕТ ПЕРЕКРЕСТОК в ассортименте, 150-200 г",104.9,84.99,200.0,г,19.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Кисель ЛЕОВИТ Очищающий диетический, 20 г",39.99,29.99,20.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Горбуша тушка горячего копчения, 1 кг",599.99,499.99,1.0,кг,17.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Десерт KONTI Bonjour с апельсином; с солёной карамелью, 220 г",149.99,119.99,220.0,г,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Шоколад BUCHERON горький с клюквой-клубникой-фисташками; молочный с кусочками малины, 100 г",269.99,199.99,100.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Вино TAVERNELLO Sangiovese Organico; Syrah Organico красное полусухое, 12,5-13%, 0,75 л (Италия)",869.0,649.99,0.75,л,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Драже M&M'S с арахисом; с солёным арахисом и молочным шоколадом; с молочным шоколадом, 45 г",63.99,49.99,45.0,г,22.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Плов БАРС Узбекский с говядиной, 325 г",174.99,129.99,325.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Кетчуп MR.RICCO Средиземноморский с вялеными томатами; Сладкий черри, 550 г",199.99,149.99,550.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Конфеты FERRERO ROCHER хрустящие из молочного шоколада, 37,5 г",124.99,99.99,37.5,г,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Конфеты КРЕМЛИНА инжир; курага; чернослив глазированные, 100 г",79.99,59.99,100.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Coyc MEGACHEF устричный без глютена, 230 г",349.99,199.99,230.0,г,43.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Коньяк НОЙ Традиционный 5 лет 40%, 0,5 л (Армения)",899.0,699.99,0.5,л,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Крем-гель DOVE матирующий для умывания, 120 мл",359.99,259.99,120.0,мл,28.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Корм для собак PURINA On One сухой в ассортименте, 600 г",269.99,229.99,600.0,г,15.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Вино HAMPTON WATER розовое сухое, 13,5%, 0,75 л (Франция)",1499.0,1099.0,0.75,л,27.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Масло оливковое FILIPPO BERIO Extra virgin спрей, 200 мл",549.99,299.99,200.0,мл,46.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Мясо крабовое; Палочки крабовые VICI, 220 г",129.99,99.99,220.0,г,24.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Зефир РОТФРОНТ Сладкие истории с чёрной смородиной в шоколадной глазури, 100 г",73.99,54.99,100.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Вода мицеллярная ЧЁРНЫЙ ЖЕМЧУГ для очищения лица, век, губ, 250 мл",249.99,199.99,250.0,мл,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Конфеты HALLS в ассортименте, 12,5-47 г",55.9,39.99,,,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Мясо криля АКВАМАРИН антарктического, 105 г",199.99,159.99,105.0,г,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,19,2022-10-17,,2022-10-16
"Молочко для тела DOVE Увлажнение и питание, 250 мл",529.99,399.99,250.0,мл,25.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,20,2022-10-17,,2022-10-16
"Соль каменная ЗЕЛЁНАЯ ЛИНИЯ гималайская розовая, 400 г",119.99,99.99,400.0,г,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,20,2022-10-17,,2022-10-16
"Яйцо шоколадное ШОКИ ТОКИ с сюрпризом, 20 г",134.99,69.99,20.0,г,49.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,20,2022-10-17,,2022-10-16
"Водка ГУСЬ ВАЖНЫЙ 40%, 0,5 л (Россия)",519.99,349.99,0.5,л,33.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,20,2022-10-17,,2022-10-16
"Зубная паста SPLAT в ассортименте, 50-100 мл",229.99,149.99,100.0,мл,35.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,20,2022-10-17,,2022-10-16
"Кофе JACOBS Monarch растворимый сублимированный, 210 г",879.99,499.99,210.0,г,44.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,20,2022-10-17,,2022-10-16
"Креветки FISH & MORE очищенные с хвостом, 860 г",1949.0,1499.0,860.0,г,24.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,20,2022-10-17,,2022-10-16
"Гель для стирки WOOLITE Premium в ассортименте, 900 мл",419.99,299.99,900.0,мл,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,20,2022-10-17,,2022-10-16
"Печенье САВИНОВ Twin Pix с начинкой, 100 г",57.99,39.99,100.0,г,32.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,20,2022-10-17,,2022-10-16
"Вино ASTRALE красное сухое, 14%, 1,5 л (Италия)",1619.0,1349.0,1.5,л,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,20,2022-10-17,,2022-10-16
"Печенье ORION Choco Воу с обогащёнными добавками, 100 г",139.0,89.99,100.0,г,36.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,20,2022-10-17,,2022-10-16
"Набор конфет CASALI Суфле банановое в шоколаде; манго в шоколаде, 150 г",239.99,159.99,150.0,г,34.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,20,2022-10-17,,2022-10-16
"Наполнитель HOME STORY комкующийся для кошачьего туалета, 5 кг",269.99,199.99,5.0,кг,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,20,2022-10-17,,2022-10-16
