name,priceBefore,priceAfter,amount,amountUnit,discount,startDate,endDate,city,shop,page,processed_date,discountCondition,dt
"Попкорн HOLYCORN сырный; морская соль; сладко-солёный, 65-70 г",124.99,69.99,70.0,г,45.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Вино CHATEAU TAMAGNE Цвайгельт розовое сухое; Терруар Шардоне белое сухое, 12,5-13,5%, 0,75 л (Россия)",999.0,729.99,0.75,л,27.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Средство чистящее для пола GLORIX лимонная энергия, 1 л",339.99,269.99,1.0,л,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Творог САВУШКИН зернёный 5%, 300 г",149.99,119.99,300.0,г,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Пюре ФРУТОНЯНЯ в ассортименте, 100 г",51.9,44.99,100.0,г,14.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Батончик TAKE A BITEY яблоко-вишня без глютена; яблоко-банан овсяно-фруктовый, 25-30 г",65.99,44.99,30.0,г,32.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Шейка свиная без кости охлаждённая, 1 кг",489.0,399.99,1.0,кг,19.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Изделие кондитерское DR.OETKER Посыпка цветная бабочки, 10 г",63.99,49.99,10.0,г,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Паста NATTY'S Whitey кешью-кокос с мёдом, 325 г",1049.0,549.99,325.0,г,48.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Мороженое АЙСБЕРРИ Филёвская Лакомка пломбир; в шоколадной глазури сливочное шоколадное 10%, 90 г",79.99,49.99,90.0,г,38.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Шар CHUPA CHUPS из молочного шоколада с игрушкой в ассортименте, 20 г",89.99,69.99,20.0,г,23.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Конфета ЗЕЛЕНАЯ ЛИНИЯ протеиновая с кешью; с кокосом; миндальный брауни, 30 г",69.9,54.99,30.0,г,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Сыр ECO VILLAGE Раклет Патрис Норман 50%, 100 г",189.9,129.99,100.0,г,32.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Конфеты КРАСНЫЙ ОКТЯБРЬ Маска с хрустящими вафлями, 300 г",359.99,259.99,300.0,г,28.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Конфитюр LA VIEJA FABRICA инжир; клубника; персик, 280-350 г",249.0,169.99,350.0,г,32.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Сидр BON SEASON сладкий пастеризованный газированный, 4,5%, 0,43 л (Россия)",99.9,79.99,0.43,л,20.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Кускус УВЕЛКА в пакетах для варки, 5 *80 г",179.9,129.99,,,28.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Настойка ПАРЛАМЕНТ Клюква горькая; Апельсиновый Биттер полусладкая, 38%, 0,5 л (Россия)",439.99,349.99,0.5,л,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Суп; Гарнир YELLI в ассортименте, 120-250 г",199.99,149.99,250.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Шоколад SCHOGETTEN в ассортименте, 100 г",164.99,129.99,100.0,г,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Окорочок утёнка ШЕФ ПЕРЕКРЕСТОК охлаждённый, 500 г",349.99,269.99,500.0,г,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Чай чёрный АЗЕРЧАЙ имбирь-лимон, 25х1,8 г",149.99,99.99,25.0,шт,34.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Бритва GILLETTE Mach3 со сменной кассетой, 1 шт.",649.99,539.99,1.0,шт,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Продукт кисломолочный ЗЕЛЕНАЯ ЛИНИЯ Исландский Скир натуральный; с печёным яблоком 1,2-1,5%, 150 г",69.99,57.99,150.0,г,18.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Водка DANZKA 40%, 0,5 л (Германия)",999.99,849.99,0.5,л,16.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Консервы овощные ВАЛДАЙСКИЙ ПОГРЕБОК огурцы Купеческие; томаты Астраханские маринованные; томаты Кубанские неочищенные в томатном соке, 650-720 г",139.99,89.99,,,36.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Тыква Оранжевое солнце, 1 кг",49.9,39.99,1.0,кг,20.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Попкорн МАРКЕТ ПЕРЕКРЕСТОК сырный; солёный, 85-100 г",55.9,44.99,100.0,г,20.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Минтай ОКЕАНРЫБФЛОТ филе без кожи, 600 г",279.99,229.99,600.0,г,18.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Шоколад RITTER SPORT в ассортименте, 100 г",164.99,129.99,100.0,г,22.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Очиститель для посудомоечных машин FINISH без аромата; с ароматом лимона, 250 мл",429.99,349.99,250.0,мл,19.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Коньяк НОЙ АРАСПЕЛ 5-летний армянский в подарочной упаковке, 40%, 0,7 л (Армения)",1849.0,1249.0,0.7,л,33.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Печенье OREO Original; шоколадный вкус; какао с клубникой, 228 г",179.99,139.99,228.0,г,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Напиток JUMBO Cola сильногазированный, 1,5 л",139.99,99.99,1.5,л,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Икра деликатесная САНТА БРЕМОР Икринка с копчёным лососем; с креветкой, 160 г",154.99,119.99,160.0,г,23.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Колбаса МЯСНИЦКИЙ РЯД Русская варёная, 100 г",93.99,64.99,100.0,г,31.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Уха ARARAT из осетра, 530 г",299.99,229.99,530.0,г,24.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Печенье ORION Goute Coffee затяжное, 72 г",81.9,59.99,72.0,г,27.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Печенье BONTE Bakery Малиновый десерт; Нежное суфле, 240-270 г",109.9,89.99,270.0,г,19.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Водка VODKA A 40%, 0,7 л (Россия)",919.0,769.99,0.7,л,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Яйцо KINDER Surprise Maxi из молочного шоколада с игрушкой, 100 г",479.99,399.99,100.0,г,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Печенье ЗЕЛЁНАЯ ЛИНИЯ воздушные колечки, 100 г",59.99,49.99,100.0,г,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Баклажаны МАРКЕТ ПЕРЕКРЕСТОК в аджике; с овощами, 500 г",129.99,89.99,500.0,г,31.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Укроп свежий МАРКЕТ ПЕРЕКРЁСТОК, 100 г",69.9,49.99,100.0,г,29.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Чай MARKET COLLECTION Sencha зелёный; Milky Oolong, 10х5 г",219.99,169.99,10.0,шт,23.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Батончик REXY протеиновый ананас-чиа; манго-папайя, 40 г",154.99,99.99,40.0,г,36.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Напиток спиртной JINRO Соджу со вкусом сливы; грейпфрута; винограда; клубники; персика, 13%, 0,36 л (Корея)",599.0,499.99,0.36,л,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Карамель CHUPA CHUPS Раскрась язык, 150 г",999.0,599.99,150.0,г,40.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,9,2022-10-17,,2022-10-16
"Горбуша КУРИЛЬСКИЙ БЕРЕГ натуральная, 250 г",179.99,129.99,250.0,г,28.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Бефстроганов; Гуляш EGO соевый, 80 г",89.99,69.99,80.0,г,23.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Контейнер-форма герметичный Hitt Fresh Mania из жаропрочного стекла, 1 л",597.0,399.99,1.0,л,33.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Карамель CHUPA CHUPS Раскрась язык, 150 г",999.0,599.99,150.0,г,40.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Пакеты LOMBERTA для заморозки 24 х32, 30 шт.",119.99,89.99,30.0,шт,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Бедро куриное в маринаде охлаждённое, 1 кг",289.99,229.99,1.0,кг,21.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Вино HANS BAER Riesling белое полусухое, 11,5%, 0,75 л (Германия)",1049.0,819.99,0.75,л,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Макаронные изделия МАКСТОРИ Лазанья, 250 г",85.9,59.99,250.0,г,31.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Салфетки влажные HOME STORY универсальные очищающие, 15 шт.",34.99,24.99,15.0,шт,29.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Вино LA PIUMA Pecorino Terre di Chieti белое сухое, 12,5%, 0,75 л (Италия)",1599.0,1199.0,0.75,л,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Запасные блоки HOME STORY к ролику для чистки одежды 20 листов, 2 шт.",119.99,89.99,2.0,шт,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Сахар МАРКЕТ ПЕРЕКРЁСТОК тростниковый кусковой, 500 г",164.99,119.99,500.0,г,28.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Стейки ПЕТРУХА из филе грудки цыплёнка-бройлера охлаждённые, 600 г",259.99,179.99,600.0,г,31.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Маслята МАРКЕТ ПЕРЕКРЁСТОК солёные, 540 г",399.99,329.99,540.0,г,18.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Шоколад RITTER SPORT Вкус праздника молочный, 250 г",419.0,329.99,250.0,г,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Вино POGGIO TOSCO Chianti красное сладкое, 13,5%, 0,75 л (Италия)",1099.0,799.99,0.75,л,28.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Водка РУССКИЙ СТАНДАРТ Original, 40%, 0,5 л (Россия)",529.99,399.99,0.5,л,25.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Сироп ЗЕЛЁНАЯ ЛИНИЯ голубой агавы светлый; тёмный, 240 г",299.99,209.99,240.0,г,31.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Пищевая добавка DR. OETKER Агар пищевой, 7 г",73.99,49.99,7.0,г,33.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Кружка LILING KALRING с ложкой и крышкой, 360 мл",599.0,399.99,360.0,мл,34.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Масло ЗЕЛЁНАЯ ЛИНИЯ топлёное 99%, 140 г",209.99,174.99,140.0,г,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Мидии НОВЫЙ ОКЕАН в рассоле, 180 г",119.99,89.99,180.0,г,26.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Хумус CASA KUBANA классический; с авокадо; с халапеньо, 110 г",129.99,89.99,110.0,г,31.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Кофе JACOBS Barista Editions Italiano; Crema в зёрнах, 800 г",1659.0,1149.0,800.0,г,31.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Карамель CHUPA CHUPS Экзотик тропик, 12 г",14.99,9.99,12.0,г,34.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Соломка сладкая ЗЕЛЁНАЯ ЛИНИЯ со вкусом брусники; чёрной смородины, 150 г",81.99,69.99,150.0,г,15.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Печенье BONTE овсяное; овсяное с изюмом, 400 г",119.99,99.99,400.0,г,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Кофейный напиток EGOISTE Nitro безалкогольный газированный, 0,25 л",149.99,119.99,0.25,л,21.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Конфеты ПОБЕДА ВКУСА Мишки в лесу; Птица счастья; Соната, 100 г",87.99,59.99,100.0,г,32.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Настойка THREE OLD MEN Три Старика горькая, 40%, 0,5 л (Россия)",419.99,339.99,0.5,л,20.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Кофе JULIUS MEINL Prasident Classic Collection в зёрнах, 1 кг",2199.0,1499.0,1.0,кг,32.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Шоколад LINDT Swiss Premium молочный с фундуком; с изюмом и фундуком; с апельсином и миндалём, 300 г",679.99,449.99,300.0,г,34.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Салфетки бумажные ZEWA Deluxe Design в коробке 3 слоя, 90 шт.",174.99,119.99,90.0,шт,32.0,2022-10-11T00:00:00Z,2022-10-17T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Кофе JACOBS Crema; Espresso в зёрнах, 1 кг",1699.0,1199.0,1.0,кг,30.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Вино МАССАНДРА Мускат белое полусладкое, 11%, 0,75 л (Россия)",499.99,379.99,0.75,л,25.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Вино PIROVANO Nero d'Avola Terre Siciliane IGT красное сухое, 13%, 0,75 л (Италия)",599.99,499.99,0.75,л,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Вино MODELLO Masi Bonacosta Valpolicella Classico красное сухое, 12%, 0,75 л (Италия)",1899.0,1299.0,0.75,л,32.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Грибы МАРКЕТ ПЕРЕКРЕСТОК Белые; Опята, 300-400 г",299.99,249.99,,,17.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
"Кофейный напиток NESCAFE Rich & Creamy Strong; Mild 3 в 1 растворимый, 14,5 г",18.99,14.99,14.5,г,22.0,2022-09-29T00:00:00Z,2022-10-26T00:00:00Z,moskva,perekrestok,10,2022-10-17,,2022-10-16
